,squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
8307,92002,66,0,0,64,29907,4,8,2011,1,1,7791,7261,286,0,10,9201705.1
8831,30893,34,1,1,14,67984,10,7,1991,0,1,3587,3946,264,0,2,3098287.1
9818,38321,7,1,1,10,82794,2,7,1998,1,0,8905,6723,218,0,5,3842187.8
4063,31066,100,0,0,22,1025,5,8,2009,1,1,5243,975,209,0,2,3108946.9
8948,75868,84,1,0,57,39271,2,6,1997,0,1,8926,2374,752,1,7,7591848.7
5540,82184,14,1,0,48,83771,10,4,2011,1,0,6520,5915,171,1,2,8221783.1
1697,61039,89,0,1,89,33654,5,8,2020,1,0,8374,2465,295,0,2,6113757.0
2792,163,6,0,0,29,26761,4,3,1990,1,0,6022,8521,391,1,3,17363.0
2222,84181,78,0,1,3,9896,7,1,2000,0,1,3900,8997,345,0,5,8420281.0
5818,76485,57,1,0,14,78921,4,1,1992,1,1,6449,7262,264,0,2,7652091.2
9662,78694,73,1,1,99,78009,7,10,2016,1,1,3695,9412,956,0,1,7886042.6
3764,66813,65,1,0,38,82031,6,5,1993,0,1,7714,2281,600,1,10,6689557.3
3866,22802,89,0,0,47,83332,5,4,2021,0,0,5319,3329,222,1,8,2282203.1
6421,22061,59,1,1,50,37784,9,6,1997,1,1,5559,690,127,1,3,2212814.7
9399,15417,55,0,0,95,10701,7,8,1992,0,0,3223,2186,255,0,10,1549279.2
8938,1888,68,1,1,79,40408,2,2,2018,0,1,3550,6866,408,0,4,199583.8
6671,69665,77,0,0,13,45517,6,9,1998,1,1,9066,885,151,1,3,6967594.8
7978,79959,74,1,1,3,50010,8,3,1994,1,0,2523,7995,528,1,10,8000900.4
3758,55821,55,0,0,20,878,6,5,2018,1,1,4338,1962,900,0,6,5583521.8
9774,76669,71,0,1,3,14240,7,1,2001,1,0,7113,2210,294,1,5,7670105.1
3227,59752,83,0,1,86,78411,10,5,1995,0,0,4550,7609,246,1,0,5987095.5
7802,60166,29,1,0,29,94953,2,9,1995,0,1,396,9674,142,1,6,6020914.5
3923,55326,33,1,1,84,48611,5,6,2020,1,1,6655,8671,297,0,7,5543245.0
3904,71484,11,0,1,64,78093,10,2,1995,1,0,7799,1030,832,1,10,7153673.5
2277,54694,75,1,0,73,3520,9,8,1996,0,0,7413,6666,347,0,4,5478956.6
6810,57182,90,1,1,100,51928,1,1,1992,1,0,5306,7222,492,1,0,5728972.2
1401,66061,62,1,0,61,59318,9,7,1990,0,1,6571,1009,670,0,3,6613492.0
739,5033,58,0,1,28,57432,2,6,1991,1,0,749,123,279,1,8,508665.1
4266,25460,89,0,1,92,75768,3,6,1996,1,0,6063,4900,976,1,7,2554354.6
9861,86387,71,1,0,34,13483,9,3,1998,0,0,2851,9711,352,0,4,8643504.8
7352,35215,19,1,1,33,68416,7,10,2006,0,1,5144,1651,976,0,3,3530988.6
7518,53874,70,1,0,73,97307,1,2,2009,0,0,9762,4046,540,0,2,5389567.9
3851,24025,1,0,0,71,92726,1,3,1993,1,1,6503,3280,585,0,4,2406060.3
8631,44438,96,1,0,93,62393,9,4,2014,1,1,6716,7562,918,0,9,4450823.4
2661,91964,56,1,1,93,59790,1,7,2013,1,1,6032,3230,950,1,0,9209295.3
6504,34762,70,1,0,45,25393,1,2,1990,1,1,3618,5461,457,1,1,3482612.0
9799,77283,12,0,1,3,49886,8,10,2016,1,1,5945,7524,854,1,10,7732214.6
674,46558,52,0,1,28,59297,2,5,2009,0,1,3828,8690,102,0,10,4663394.9
7105,21149,25,1,0,35,1676,3,6,2000,1,0,2306,1714,802,1,4,2118884.0
6360,85663,32,1,1,21,49709,9,3,2005,1,0,8408,8807,864,1,3,8575283.5
3841,18757,75,0,0,80,98754,10,8,2018,0,1,6397,771,532,1,2,1880601.8
1815,32724,84,0,0,27,85317,8,4,2021,0,0,6354,4899,757,1,0,3273920.1
9489,71469,53,1,0,28,1253,1,5,2020,0,0,7204,565,170,0,8,7154294.0
9838,1956,88,0,0,27,39357,5,7,2010,1,1,2790,8756,655,0,5,196856.0
9201,10109,6,0,0,81,22719,5,7,1990,1,1,8202,590,716,0,10,1018391.0
4653,3966,82,0,0,20,18455,10,3,1991,1,0,440,7209,359,0,9,398719.1
8692,59016,54,0,0,45,69504,6,3,2011,0,1,6843,5761,127,0,2,5906126.1
2100,61924,89,0,1,21,57805,1,9,2003,0,1,4010,3798,525,1,4,6198532.3
7711,46204,1,0,1,70,41817,1,10,1997,0,0,8771,4753,101,0,1,4627498.7
1673,79517,9,1,0,45,75550,6,2,2000,1,1,8360,9493,190,1,5,7955735.0
2101,54550,94,0,1,59,5827,9,8,1997,0,1,4482,2989,486,0,5,5460811.7
4213,30603,57,1,1,77,37707,6,5,1991,0,1,8732,150,893,1,5,3071424.1
6958,38057,21,1,1,99,75549,3,4,2007,1,0,5824,1357,964,1,0,3820611.7
1548,11602,85,0,1,47,45724,5,9,2008,0,1,3765,2075,402,0,5,1167525.8
9550,31657,58,0,0,2,7056,6,9,1996,0,0,3710,9209,151,0,6,3166331.6
3323,54901,65,0,1,71,86028,2,9,1994,1,0,3885,6057,380,0,10,5499856.4
9583,90474,46,0,0,48,62864,1,5,1996,0,0,3951,6181,864,1,10,9048417.6
355,49094,30,1,0,49,90656,9,2,2021,0,1,4934,3570,625,1,8,4916616.1
5184,40776,63,1,1,5,12553,3,7,2005,0,0,7587,4245,188,0,9,4083372.5
1461,83197,46,1,1,68,36740,7,5,1997,1,0,4439,9572,351,1,2,8327908.7
7624,36700,34,1,0,67,32710,6,10,2017,1,1,7506,3949,220,1,1,3680020.7
9385,13024,96,1,1,37,23654,9,10,2017,0,0,4288,4994,404,0,5,1309075.7
3220,88251,56,0,0,30,13364,7,6,2011,1,0,6309,2546,336,1,6,8828611.1
939,76692,42,1,0,28,24738,1,10,1997,0,0,6830,8589,208,1,1,7673297.7
5147,27565,79,1,0,3,57364,8,9,1999,0,1,5802,4636,634,1,3,2760622.9
5923,55472,44,0,1,13,87433,5,6,2008,1,1,4205,6960,653,1,0,5553013.8
7883,54366,73,0,1,92,73599,1,3,2005,0,1,5120,2566,393,0,10,5443046.5
1751,84619,27,1,0,35,11177,7,9,2006,1,1,7529,8056,482,1,8,8468432.6
9468,14865,48,1,0,9,72670,5,9,1999,1,1,294,1597,106,0,1,1492518.9
7597,63147,3,0,1,94,91851,8,4,1999,0,1,3837,7959,350,0,1,6318843.9
1772,60162,93,1,0,9,69653,5,9,2014,1,1,874,2635,101,1,9,6020751.4
1196,74988,62,1,1,66,21121,9,7,2012,0,0,7677,4826,714,1,7,7513503.2
1878,11253,32,0,1,2,42949,8,3,2017,0,0,8762,5573,787,1,0,1129352.7
2668,16786,93,1,0,36,22835,5,10,2007,0,0,802,5175,262,0,10,1684521.7
3171,20995,5,1,0,29,80373,6,2,2015,0,0,2240,5667,487,1,5,2103067.5
2016,25333,24,0,1,16,5799,5,2,2013,0,0,6852,5762,622,1,1,2538258.3
2005,42242,62,1,1,64,24809,2,7,2019,0,1,8973,7060,683,1,1,4238504.9
8272,41369,18,0,1,71,43118,10,7,2013,1,0,433,6704,256,0,1,4141342.3
3893,8370,43,0,0,52,98488,6,6,1990,0,1,4081,5159,844,1,1,842743.0
9991,96173,12,1,0,36,36812,7,7,2015,1,1,837,3716,564,0,9,9623811.5
3237,15791,20,1,1,7,82060,9,1,1996,1,0,785,5340,322,0,7,1583248.6
4424,43651,35,1,1,62,5601,7,3,2005,0,1,7503,8481,774,1,8,4374012.5
4744,96177,40,1,0,19,53582,7,4,1996,1,0,2237,4485,268,1,1,9623218.6
2078,84827,9,0,1,62,52069,8,3,2018,1,0,9239,8787,911,0,2,8487673.8
5219,45330,28,1,0,9,7502,4,7,2018,0,1,7772,3200,627,1,3,4538131.8
396,13716,62,0,1,98,61202,6,8,1990,0,1,5967,1070,911,0,10,1382883.0
2788,70345,90,0,0,2,13605,5,8,2015,0,0,3695,104,826,1,7,7035087.5
8877,89519,5,0,1,13,87969,9,4,2014,0,0,6455,1869,253,0,6,8957404.4
8638,11303,72,1,1,62,24408,1,2,2011,1,1,6126,7561,179,1,6,1140133.1
4072,48045,89,1,1,73,53573,2,8,2008,0,0,8975,4437,760,1,10,4816515.8
5574,60265,97,1,1,45,62899,1,9,1990,0,1,4110,1675,599,0,4,6033313.0
8369,79723,71,0,1,17,21006,9,7,2021,1,1,6409,3614,940,1,3,7976910.1
9507,50931,1,1,0,79,83516,10,6,2008,0,0,1622,6326,859,1,9,5101339.8
5355,18762,97,1,0,7,14066,8,5,1991,0,1,2869,7616,504,1,6,1880746.1
7233,20082,97,0,0,92,31789,10,3,2012,0,0,7692,14,336,0,6,2016445.2
9483,72871,100,1,1,85,59245,4,6,2008,1,0,4451,4499,217,1,9,7292041.8
6820,40115,28,1,0,14,84295,8,4,2003,1,1,3049,1747,622,1,4,4015695.3
1519,34136,60,1,1,18,68761,8,9,2001,1,1,6937,16,112,0,4,3422411.1
8196,28056,56,0,1,67,3918,1,3,2017,0,1,5397,8863,389,1,0,2811125.7
1378,6578,34,0,1,27,2875,4,4,2008,0,0,7746,6634,346,0,6,662084.8
5672,9381,96,0,0,77,12632,5,5,1998,0,1,3817,4038,423,0,1,943600.8
1023,27738,12,0,1,44,24970,9,4,2008,0,0,3734,5069,309,1,10,2780182.8
2587,71930,54,1,1,87,54382,7,5,2005,1,0,4619,9472,949,0,0,7208762.5
7042,13840,16,1,1,93,62438,7,6,1995,0,1,1309,6446,840,1,5,1393777.5
5621,91952,19,1,1,80,77480,5,9,2015,1,0,6435,1458,978,0,2,9207839.5
7637,47184,6,0,0,5,38927,1,4,2013,0,1,5234,4980,248,0,7,4719026.3
5008,70465,10,1,0,11,11425,6,6,2012,0,0,9473,8544,955,0,6,7052303.2
2857,85820,72,1,1,70,98420,7,9,2002,1,0,2238,7291,998,1,1,8588402.2
8254,73719,79,1,1,95,54004,2,5,1994,1,1,2610,2417,923,1,2,7383556.4
5771,79628,60,1,0,59,64099,3,3,2003,0,1,8615,7957,752,1,6,7967880.3
5842,44593,83,0,1,21,45854,8,10,2015,1,1,320,7934,470,1,3,4465177.5
8027,21597,33,1,0,3,99478,9,4,2018,0,1,7739,8227,583,0,8,2165316.8
5832,80834,22,0,1,45,14315,3,5,2003,1,1,630,469,195,0,7,8089908.3
1629,29435,69,0,1,19,48467,3,7,1991,0,0,3899,8130,499,1,10,2948686.1
4888,84587,98,0,1,71,98431,8,6,2000,0,1,3726,2292,168,0,7,8468745.0
4526,29810,60,0,1,61,42527,8,8,2008,0,0,3429,2817,837,0,10,2990007.8
3523,56391,99,1,0,9,43295,3,4,1992,0,0,349,5379,151,0,2,5641537.2
5904,37134,83,1,1,9,59284,7,1,2005,1,1,1826,6439,607,0,2,3718807.5
7781,25063,48,0,0,100,95166,8,9,2019,0,1,7677,5406,486,1,8,2516001.9
3607,49415,61,0,0,43,29898,5,2,1999,0,0,9354,294,891,0,4,4943067.9
9418,61235,83,0,1,36,630,7,3,1990,1,0,4099,6104,929,1,5,6128731.0
5220,39486,33,1,1,94,32607,3,5,1997,0,0,187,2104,583,1,4,3955805.7
234,91626,83,1,0,55,59173,4,5,1991,1,1,2684,784,101,1,8,9169068.1
7755,87685,37,0,1,29,36296,2,9,2014,1,0,2948,3061,988,1,10,8772035.4
3796,56134,49,0,1,49,89421,2,9,1999,0,1,6815,5456,761,0,8,5619428.9
4118,23754,69,0,0,63,54077,5,7,2017,0,0,3497,6066,166,1,1,2379379.7
6318,38372,21,0,0,77,88138,7,9,2008,0,1,7937,636,796,0,4,3842724.8
5001,34555,35,1,1,45,41312,6,10,2003,1,1,1597,5925,286,1,2,3467129.3
3800,33207,66,1,1,54,26541,8,8,2000,1,1,4917,8204,338,1,10,3334198.0
7809,78396,52,1,0,41,93969,7,5,2016,0,1,3778,9042,968,0,8,7845427.6
3899,54456,90,0,0,31,57763,6,8,1994,1,1,4412,4930,591,0,6,5446902.4
5024,33662,46,1,0,38,59,7,6,2010,1,1,7341,2488,561,1,7,3370242.0
1948,40511,89,1,1,18,14273,7,7,1996,1,0,8694,9598,691,1,8,4060278.6
6361,73488,84,1,1,84,22459,9,2,2006,1,0,1524,2013,257,0,4,7356188.6
470,71519,12,0,1,80,24484,1,8,2012,0,0,9982,6232,800,1,2,7156303.2
9944,85306,48,0,1,21,79077,9,4,1996,1,1,209,4288,405,0,5,8534440.6
3492,59704,32,0,0,84,44485,7,8,2009,0,1,9312,157,248,0,5,5974678.9
6091,39217,7,1,1,78,12508,8,9,2007,0,1,9942,9084,680,0,7,3932893.7
2671,54879,79,1,0,6,77267,7,10,1999,1,1,7739,6621,818,1,2,5492312.9
9800,88673,10,0,0,40,78694,4,2,1990,0,1,669,1134,607,1,8,8871019.0
2224,4690,15,1,1,7,30572,8,2,2014,1,0,8543,612,987,1,4,474716.4
1106,26223,35,1,1,8,53223,3,6,2014,1,1,1084,7324,195,0,5,2630045.4
2188,2789,83,1,0,55,57316,8,2,2014,1,0,4719,7771,310,1,9,283446.4
818,6313,18,1,1,74,27295,9,6,2004,1,0,4979,3989,647,0,7,640633.4
5571,54706,39,1,0,46,49697,4,2,2010,0,0,6787,5880,467,1,4,5475756.0
4523,59003,52,0,1,63,6558,2,8,1999,0,0,3534,7930,912,0,7,5908014.9
5793,742,28,1,1,6,92580,8,6,1995,0,1,9552,8299,626,1,1,81336.5
9381,51891,91,0,0,1,58438,10,10,2018,0,0,9341,491,731,1,4,5189836.8
8780,47061,85,1,1,67,21553,10,7,2018,0,0,3054,2593,583,1,1,4713648.8
7459,44484,92,1,0,19,87791,4,3,2005,1,0,3830,7477,116,1,0,4451848.5
2624,93313,100,1,0,66,89033,5,10,2018,1,1,2702,6408,809,0,10,9338654.8
7094,20586,60,0,0,99,13408,4,6,2007,1,1,2155,9369,383,1,3,2065934.7
9392,62940,35,0,0,90,21739,1,6,2001,1,1,1900,5532,227,1,0,6299150.1
9916,73097,52,1,0,53,31906,6,7,1991,1,1,5899,201,556,1,9,7319620.1
9119,17513,98,0,0,36,58565,3,6,2020,1,1,9743,1700,705,1,10,1754716.0
888,96601,97,1,0,37,21619,2,1,2015,1,0,478,7373,243,1,8,9665463.5
2437,92102,30,0,0,88,91469,10,4,1999,1,1,6612,6573,340,0,7,9213411.9
6056,75743,76,1,0,32,26354,6,9,2014,0,1,4005,7010,982,1,6,7580464.4
7064,11303,17,1,0,93,10912,2,10,2000,0,0,7036,6324,272,1,4,1138807.0
817,37620,55,0,0,51,9302,9,8,1994,1,1,8318,6950,160,1,8,3764885.4
8934,4258,51,1,0,30,90758,8,5,2003,0,1,7067,6792,685,1,10,430099.3
3414,51672,89,0,1,76,16411,6,10,1992,0,1,6292,2856,591,1,10,5176324.2
6352,97887,4,1,0,90,47626,7,5,2008,0,1,7599,4001,898,0,3,9799403.8
2341,85341,52,1,0,36,42247,3,3,2004,0,1,8479,7865,884,1,4,8538869.4
9029,12939,55,0,0,48,27621,4,3,2006,0,0,2785,8311,292,0,7,1298332.6
3167,79224,87,0,0,84,73771,8,7,2008,0,0,9128,4915,648,1,0,7926948.8
1809,28281,49,0,0,33,78659,8,1,1998,0,0,8210,8529,839,1,5,2829887.8
8035,81109,78,0,0,58,87370,2,7,2008,1,0,3207,7598,393,0,4,8112966.8
1264,20967,33,1,1,66,42201,1,2,2016,1,0,8214,4091,118,1,4,2103788.6
5086,60239,37,1,0,77,73754,2,5,1998,1,1,7220,5238,276,1,5,6032661.8
9675,76707,5,1,1,37,56082,2,4,2017,1,0,5908,7968,463,1,5,7680085.7
5835,80459,43,1,0,25,95838,9,7,1991,0,0,496,2388,983,1,4,8050098.1
5194,3261,7,1,0,52,96507,7,4,2013,1,0,6538,5379,172,0,2,333334.3
4449,11339,96,0,0,70,3972,6,1,1996,1,1,2670,3572,872,0,9,1137389.6
4945,33761,71,1,0,76,98059,5,2,2001,1,0,5758,5727,677,0,2,3381494.1
4045,55858,57,0,1,18,83038,7,7,1999,0,1,8084,8326,320,0,9,5591888.9
6503,84716,69,0,1,84,42723,1,9,1998,0,0,8032,1233,958,1,3,8479849.8
3702,55228,45,0,1,85,87983,7,9,1992,1,1,5214,1711,330,1,9,5533494.2
1035,94015,33,0,0,99,45177,2,5,1992,1,1,6434,7269,600,1,2,9409921.2
9256,68738,8,0,1,74,40326,8,4,2010,0,0,8272,3502,852,0,4,6884205.0
5590,21145,70,0,0,84,1578,1,9,1997,0,1,923,9613,188,1,8,2119485.7
1228,40057,56,0,0,32,74405,10,9,2020,0,1,2609,9544,877,0,2,4007722.0
9999,1440,84,0,0,49,18412,6,10,1994,1,0,8485,2024,278,1,6,146708.4
6811,30918,43,1,0,63,45112,7,9,1993,1,1,7715,7390,631,1,7,3099241.3
5141,86284,100,1,0,22,67132,3,4,1990,1,0,7612,7741,366,0,3,8632859.0
52,70021,52,1,0,28,95678,4,6,1992,0,1,4480,6919,680,1,1,7005572.2
9067,93670,99,1,0,4,22067,4,10,2000,0,1,9084,340,898,0,5,9372029.0
8395,23365,63,1,1,53,73093,9,1,2016,1,1,8296,6639,697,0,5,2343955.6
159,20811,98,1,1,71,91543,1,4,1995,0,1,112,53,586,0,3,2090690.5
7552,92974,48,1,0,59,85337,1,9,2006,0,0,8907,3143,595,0,10,9301880.6
1587,41718,22,1,1,50,62654,6,9,1998,1,1,4080,4656,679,0,1,4181244.8
1589,1078,27,1,1,72,29597,6,4,1992,1,1,3539,7738,901,1,0,120493.2
9841,1314,71,0,1,4,34422,7,5,2018,1,0,7658,4339,113,0,9,133536.8
9328,35375,18,1,1,39,93034,1,9,1991,0,1,2534,4366,550,1,8,3547723.1
6930,59009,42,0,1,88,70478,6,5,2006,1,1,6191,4612,375,0,6,5908459.6
6596,93032,31,0,0,4,9809,8,1,2021,1,0,7900,2053,403,0,1,9304114.1
6174,16834,67,1,0,54,60701,5,8,1999,0,1,4649,6155,947,1,0,1691557.9
8098,74909,92,0,0,97,19228,3,1,2004,0,1,551,8988,522,0,3,7492808.4
3858,76640,59,0,0,61,85557,5,9,2006,1,1,3488,9639,672,1,5,7669425.6
9814,82557,76,1,1,85,75533,4,8,2013,0,1,2948,5016,697,0,3,8262789.3
6691,11617,70,1,0,67,60071,5,6,2006,1,0,7914,3215,821,0,10,1171852.6
2828,46910,80,1,1,99,32102,7,6,1994,0,0,4093,3721,890,1,8,4706368.4
436,78546,92,0,1,84,52906,10,6,1991,0,1,978,3244,530,1,4,7864949.1
8274,27339,15,1,0,88,56506,1,4,1993,0,0,3443,9612,133,1,1,2746839.3
8168,63223,52,1,0,66,35225,5,9,2015,0,1,9008,2000,187,1,6,6331257.5
3878,11027,5,0,0,10,45536,5,2,2001,1,0,3181,1291,198,1,0,1103790.1
1588,76298,45,0,0,83,22015,10,8,2011,1,1,4466,4687,753,0,8,7633806.1
2780,33272,97,0,1,88,54672,6,7,2020,1,0,8224,5806,455,1,10,3332408.0
8981,71373,84,1,0,12,89969,5,3,2021,1,1,8384,5114,965,1,1,7141743.1
8561,15064,44,1,1,1,34563,9,4,2001,0,1,7518,4708,738,0,8,1512799.1
5686,95143,90,0,0,72,35374,9,2,2010,1,1,8157,4722,373,1,1,9517871.0
3965,31040,15,1,0,9,76614,3,10,2003,1,1,8377,1155,343,1,1,3108830.3
4727,72938,90,0,1,64,28816,3,6,2007,1,0,242,1625,929,0,3,7301218.7
973,95800,34,1,0,20,34604,7,8,2021,0,0,2299,3031,141,1,0,9585132.1
1238,87781,72,1,1,44,74153,2,9,2011,1,1,3052,7070,933,1,10,8789651.1
2951,3514,8,0,1,21,67658,8,6,2013,1,1,1565,5840,975,0,2,357856.3
2342,60826,54,1,0,30,82621,3,2,2016,0,0,8428,5008,296,0,0,6087968.6
6520,27655,12,0,0,19,95042,9,10,2009,1,0,2566,4157,453,1,5,2767015.9
7310,8028,74,0,0,36,75459,3,5,1994,0,1,4987,4315,546,0,3,804141.4
6046,20002,12,1,1,76,77642,9,6,1997,0,1,7291,3513,253,1,3,2015304.7
2158,87587,80,0,0,59,88746,5,7,2011,0,0,4857,2220,713,1,7,8761570.1
9288,77927,11,0,0,39,82622,1,8,2011,1,0,7644,3303,230,1,9,7796739.1
6589,36466,74,1,0,11,95070,6,4,2021,1,0,3367,3239,938,1,4,3648757.1
1497,43758,83,0,0,94,79250,5,6,2008,1,0,9550,6177,441,0,0,4385098.8
4545,89280,63,0,0,11,90567,8,8,2020,1,1,7274,7335,465,1,9,8929255.0
6465,44247,65,1,0,76,22087,5,5,1995,0,1,5574,2304,220,0,10,4430620.5
4257,9494,59,1,1,49,34249,7,4,2013,0,0,5051,8101,267,1,4,958561.3
2422,67462,52,1,0,98,68411,2,3,2008,1,1,5585,2304,655,0,2,6754742.8
8564,62037,58,0,1,72,44967,10,5,1992,1,1,5891,5957,638,1,2,6213106.2
5185,76938,62,0,1,64,21614,2,6,1990,0,1,9365,3276,850,0,7,7697356.0
5647,62646,36,1,1,43,69758,8,2,2005,0,0,1710,3049,784,0,8,6273246.5
357,71989,41,0,0,77,50519,2,3,2003,0,0,7290,4027,337,1,4,7204744.3
5242,46865,18,1,0,39,32012,5,3,2020,1,1,1187,7858,912,1,1,4690710.0
8011,20119,35,0,1,89,20837,6,1,2011,0,0,6036,7204,813,0,2,2019977.1
9240,32389,73,1,1,86,13176,10,2,2007,0,0,6047,5764,466,0,5,3247575.7
2092,5988,72,1,1,10,57227,10,5,2009,0,0,7391,1692,487,1,2,606466.9
5409,13027,58,0,1,2,39083,1,7,2011,0,1,8344,8116,341,0,10,1306637.1
2015,59260,39,1,1,35,94035,2,1,2018,1,1,1832,1087,452,0,10,5932371.8
9059,87596,67,0,1,94,51487,7,2,2006,0,1,4344,1645,828,1,1,8772432.6
4044,28924,10,1,0,36,63110,5,3,1992,1,1,9545,107,945,0,8,2895663.2
187,16000,41,1,1,25,86898,9,4,2007,0,1,7228,764,138,0,6,1606948.7
6858,87603,45,0,0,31,72028,2,4,2019,1,0,5175,7284,684,0,4,8762692.9
3655,87567,2,1,0,38,50622,7,5,1990,0,0,1840,4409,297,1,8,8763657.0
3426,34469,70,0,1,26,2906,3,6,2007,1,1,1828,9672,677,1,4,3450552.7
7194,41932,74,0,0,89,57829,3,5,1990,1,1,2379,9129,942,0,7,4196797.0
1381,4722,57,0,0,99,9659,10,1,1995,1,1,806,9281,456,0,3,481417.5
7468,40849,75,0,0,21,85257,10,2,2007,0,0,7070,8345,793,0,2,4086314.7
413,34061,43,0,0,90,26346,3,1,1993,0,0,1616,6765,534,1,9,3407529.3
5037,22541,99,1,1,27,30951,3,5,2011,1,0,4339,4606,419,0,10,2264203.1
4897,36108,69,1,1,2,57879,3,3,2001,0,1,4764,1961,289,1,8,3617759.1
3336,33612,29,0,0,22,80147,6,1,1995,1,1,5058,4116,182,0,7,3364167.5
3606,84479,4,0,1,51,67682,7,4,2010,0,1,9349,4058,810,1,7,8454598.0
3175,64245,59,1,1,5,9634,4,2,2012,0,1,4341,8736,559,1,5,6430465.2
2241,31644,35,0,1,42,96222,2,4,2013,1,1,3968,6793,842,1,5,3169499.3
9708,84392,53,1,1,41,68025,1,9,2012,0,0,6183,8551,242,1,8,8446849.2
7796,62766,25,1,1,23,40478,3,5,2013,0,1,4652,7173,724,1,6,6281751.3
256,87346,56,1,1,82,34773,9,9,1990,0,1,5792,549,947,1,4,8743241.0
8620,39549,62,1,0,7,45127,1,8,1992,0,1,3947,8127,533,1,7,3959426.2
200,13687,36,1,1,93,2400,3,5,2001,1,1,4148,6383,590,0,5,1376329.1
2235,68862,78,1,0,12,71442,4,9,2017,0,1,3064,5202,962,0,9,6891082.7
4743,18730,68,0,1,71,91571,2,6,2008,1,1,7624,2629,331,0,7,1884158.8
1767,20159,23,1,1,54,38198,7,4,2001,0,0,6989,1853,283,1,9,2024367.1
4236,74137,54,0,0,80,67649,5,8,1991,1,1,373,5835,305,0,5,7418469.1
6729,1220,83,1,1,37,24224,7,7,2004,1,1,2133,2781,852,0,7,134474.4
8450,6478,66,0,1,33,95335,9,6,1994,1,1,4780,920,905,0,6,652595.4
7277,38755,15,0,1,53,24243,10,2,2005,1,1,8609,3772,802,1,10,3884790.5
1572,58314,84,1,1,8,83646,2,1,2021,0,1,8292,8418,880,0,0,5835776.1
24,13386,51,0,0,90,87978,4,6,1993,0,0,2885,1149,904,1,4,1342509.3
3363,99095,77,0,1,49,22255,4,8,2006,1,0,6432,5861,960,1,7,9915571.6
1088,20851,89,1,0,33,76716,1,10,2004,1,0,2317,6358,677,0,0,2091090.4
4674,8130,44,1,1,88,30282,6,7,2014,1,1,7573,8826,978,1,5,823637.4
2694,38132,73,1,0,16,59938,6,2,1996,0,1,7592,4645,112,0,3,3818556.6
7582,89168,7,0,1,68,22649,9,6,2021,1,0,8588,3924,982,1,4,8921146.1
3398,73733,43,1,0,23,32960,7,7,2005,1,0,8747,7979,809,0,10,7377738.5
3559,9130,37,1,1,42,81629,5,10,2002,1,0,4439,5767,731,1,2,921139.2
9156,45506,87,0,1,60,76009,4,1,2016,0,1,5264,4245,852,0,9,4556396.6
2841,25147,35,1,0,81,38582,3,7,2014,0,1,4068,7472,225,0,6,2521731.4
2311,49395,20,0,0,10,36486,4,7,2015,1,0,6387,7320,415,0,0,4941101.5
8333,429,58,1,1,29,40696,8,5,2011,0,1,2561,2352,780,1,6,53940.1
3234,6454,29,0,0,63,81196,4,2,1996,0,1,9136,3205,365,1,2,646692.6
4152,69867,34,1,1,89,15818,4,10,1991,0,0,9491,379,861,0,2,6997995.1
1309,51518,39,0,1,67,43714,3,2,1999,1,1,9542,5547,124,1,7,5160065.9
695,77324,66,0,1,96,49817,8,1,2000,1,1,2278,126,726,1,0,7746689.0
9859,70753,66,0,1,38,28784,9,6,1991,1,1,5308,7336,204,0,7,7083236.1
3752,92885,73,0,1,79,38639,1,10,2013,1,1,1880,1753,580,1,1,9293817.3
6337,72581,60,0,0,11,79804,3,8,2004,0,0,3188,2112,691,1,1,7258967.4
1227,30176,36,0,1,84,40392,9,8,2011,1,0,8940,5983,754,1,8,3024957.1
1999,38502,77,1,1,11,33167,6,10,2010,1,1,8276,6588,407,0,9,3861362.0
276,53339,67,0,0,11,6144,4,1,2013,1,0,368,8180,312,0,3,5335546.3
8176,149,28,1,1,43,63045,5,1,1991,0,1,411,475,110,0,9,23653.1
7664,26851,33,1,0,81,51785,3,8,2021,0,1,4503,45,973,0,1,2696192.1
5929,75402,59,0,1,21,30993,3,10,2003,1,0,521,7959,257,1,8,7545050.3
2953,82653,31,0,1,37,23671,8,6,1992,0,0,6390,2348,480,1,3,8270829.2
3637,95702,29,1,0,47,23961,3,3,2013,1,1,9333,2189,896,0,4,9577615.3
3906,18523,38,1,0,31,31263,9,2,2001,0,0,6243,7616,154,1,9,1860031.1
4778,84217,60,1,1,18,47565,6,4,2013,1,1,4953,6240,468,0,5,8429962.3
5845,51109,17,0,0,38,4564,10,6,2017,1,1,1368,1500,754,0,1,5114433.7
9698,40364,3,0,1,63,2420,5,4,2011,0,0,8580,8428,264,0,6,4043483.1
4117,53424,16,0,0,25,81329,2,2,1999,1,0,5901,7765,202,0,0,5343224.9
7030,34159,84,0,1,25,16990,10,9,2004,1,0,6456,6496,467,0,10,3420308.4
1137,71714,82,0,0,53,42915,9,1,2006,1,0,8313,1169,288,0,5,7175059.6
2767,85181,4,0,1,98,5079,4,6,2020,0,0,9945,9629,574,0,6,8530230.0
2334,12018,4,1,0,88,16975,3,9,2006,0,1,6066,6360,563,1,6,1213311.6
7706,41665,63,0,1,94,1474,6,4,2013,0,0,9230,9066,916,1,5,4177468.3
